,tweet,label,label2
4125,"budur. şerefsiz, soyubozuk hırsızları ülkemizden defetmezsek, böyle çelişkileri çok yaşarız. çoğu rus asıllı yahudi, hristiyan hain hırsızların, sinsi kriptoların, arsız yamyamların yönetiminde, bozuk amaçları, soyları, suçları anlaşılmasın diye türk halkı oyalanıyor. anlayanlara",nefret,1
4126,"üni için tr'den ayrılmış ve 42 yıldır fransa'da yaşayan i̇stanbullu bir yahudi ""ben türküm, kendimi öyle hissediyorum ve türkiye'yi çok seviyorum"" dedi. kendini kemalist olarak gördüğünü, kültürel olarak yahudi olup dinle hiç arasının olmadığını ifade etti.+",hiçbiri,0
4127,"sonra yüzüme dönüp türkçe ""türküm ben yaa!"" demesi şaşkınlığımı iyice arttırdı. birkaç gün sonra odasına gittiğimde epey konuştuk. kuzguncuk doğumlu, annesi bulgar göçmeni bir yahudi, baba tarafı ise sürgün sonrası i̇stanbul'a gelen sefarad yahudisi bir aileden.+",hiçbiri,0
4128,oneminute kırmızıoda zkusagibilmez türkiye cumhuriyeti 18 yıldır organize suç örgütü tarafından esir alınmış durumda. bu mafyanın başı yahudi tohumu dır ve emperyal efendilerine hizmet etmektedir. sığır olma uyan türkiye,nefret,1
4129,"holokost anıtları dizisi: viyana’nın yahudi mahallesinde bulunan judenplatz holocaust memorial, aynı zamanda i̇simsiz kütüphane (nameless library) olarak da bilinmektedir. arşivden",hiçbiri,0
4130,"bu hikaye, herhangi bir yahudi veya hıristiyan geleneğinden çok daha eskidir. aynı motif jrr tolkien tarafından yüzüklerin efendisi'nde kullanıldı.",hiçbiri,0
4131,sbk holding ten anlamamiz gereken şü her küşün eti yenmez. haddini bilinen gidip koca holdiği yahudi ayak oyunlarıyla alirsan böyle ülkeden kaçarsin sonuç bu adam bugün kimlerin zamaninda sahibi olduğunu gözden kaçirmamak lazım ticaret ömürlük tür siyaset ise rüzgara göre yaşar,nefret,1
4132,fenerli olsam şu açıklamaları gördükten sonra zerre kanım ısınmazdı irfana ama adamda yahudi kini var sanki biz sabun yaptık dedelerini aq koçu,nefret,1
4133,"almanya’nın kaldırımlarında yürürken 10 santime 10 santimlik metal yol taşları takılıyor ayağınıza. her taşın üzerinde bir isim ve tarih var. bir yahudi, bir engelli, bir roman, bir partizan, bir eşcinsel, bir komünist… size yürüdüğünüz kaldırımda gömülü tarihi düşündürüyor.",hiçbiri,0
4134,şerefsiz yahudi kanalı ve fetochpnin yalancı itleri,nefret,1
4135,i̇nsanları inanclariyla kabul etmeli fransa başta rol oynasada en başında bir avuç yahudi islamı reddediyor avrupa bunu iyi biliyor.,hiçbiri,0
4136,"yer aldığını (önemlilerinden dördü çifte hamam: bey, mustafa paşa, hüsrev kethüdâ, halil ağa); ziyaret ettiği yahudi havrasının kütüphaneli, birkaç katlı eğitim yeri durumunda olup burada 1000 talebenin okuduğunu belirtir (menâzirü’l-avâlim, iii, 983-992). 1078 (1668) baharında",hiçbiri,0
4137,üç kağıtcılık basit kalır bunların patronu kim? yahudi iti,nefret,1
4138,"aclu'daki yahudi avukatların, neo-nazilerin ifade özgürlülüğü savunmasının ardındaki erdemi umarım bir gün herkes anlar",hiçbiri,0
4139,oneminute aslında şimon peres'in i̇zak rabin ile barış için çok ciddi adımları oldu oslo görüşmeleri de bunun somut bir örneği fakat yahudi yerleişmciler ile filistinli araplar arasında çıkan çatışmalar bu süreçleri hep sekteye uğrattı .,hiçbiri,0
4140,"i̇srail güçlerinin, işgal altındaki batı şeria'da yasa dışı yahudi yerleşim birimleri ve ayrım (utanç) duvarı'nı protesto eden filistinlilere müdahalesinde 3 kişi yaralandı, onlarca kişi göz yaşartıcı gazdan etkilendi.",hiçbiri,0
4141,"budur. astım, nezle karışımı bir hastalığı, insan eliyle laboratuvar ortamında üretip, virüs yaptılar. acaba, dünyayı yönetip, soyan yahudi, hırsız caniler, dünyanın yönetimini kaybetmemek için her puştluğu sergilediklerine, terör, savaş, kanlı, kirli işler çevirdiğine göre?",nefret,1
4142,"türkünharbi yıldız sarayı'nnda dört fesli zat sultanımızı tahttan indirme kararını tebliğ edecekti... -ermeni ayan (senato) üyesi aram efendi, -draç mebusu arnavut esad toptani -yahudi selanik mebusu emanuel karasso -arif hikmet paşa payitahtabdülhamid",hiçbiri,0
4143,"üstelik, bu çoğu rus (laz, çerkez, gürcü, ermeni) yahudi, hristiyan hain hırsızlar, dinbaz şarlatanlar dinde olmayan mezhep, tarikat, şeyhlik, şıhlık gibi uydurma özelliklerle türk halkını bölüp, aldatıp, çatıştırıyorlar. zaten, din dayatanlara soylarını sorun, susarlar.",nefret,1
4144,"aşağıdaki görsellerde, yahuda krallığına bağlı, yahudi lachish kenti, asur kralı sanherib tarafından fethedilmiş ve yahudiler asura taşınıyor, bir kısmına da işkence ediliyor. sürgün dönemi: m.ö 701",hiçbiri,0
4145,bir yahudi'ye sorduk: yahudiler neden bu kadar zengin? nasıl zenginleşti...,hiçbiri,0
4146,"mülümandan terörist olmaz. teröristten de müslüman olmaz. bir yahudi'nin cenazesi önünden geçirilirken ayağa kalkan efendimiz ""o bir insandı"" diyerek bugüne ışık tutmuştur. biz buyuz işte. recep tayyip erdoğan () türkiye cumhurbaşkanı yiğitlidererdoğan",hiçbiri,0
4147,"""boyunduruğuma girmeyi kabul etmeyen, yahudi hezekiya'nın duvarlı, güçlü şehrini, onların çevrelerindeki sayısız küçük şehirleri tırmanarak, kuşatarak, saldırarak, yürüyerek, tünelleri ve kanalları kusattım ve onları aldım.""",hiçbiri,0
4148,"dinimi soran olmayacaktı bana. olur da birisi merak ederse, cevabım hazırdı: müslüman, yahudi ve katolik; kısacası insan. enetkilendiğimkitapcümlesi zülfü livaneli serenad",hiçbiri,0
4149,"yahudi,mısırlı,hollandalı",hiçbiri,0
4150,yahudi banker ernest cassel'i konu edindim youtube kanalımda mutlaka i̇zleyin link türkünharbi payitahtabdülhamid,hiçbiri,0
4151,"google’ın kuruluş hikâyesini googleladım. i̇ngilizce wikipedia’daki hem sergey brin, hem larry page maddeleri bu kişiler için “amerikalı bilgisayar bilimci” derken, türkçe vikipedi’nin iki maddesi de bu kişileri “yahudi kökenli amerikalı” diye niteliyor. garip tonlamalar bunlar.",hiçbiri,0
4152,"""ermeni'ye de yahudi'ye de veririm"" diyen herifi bilemem ama ""bu devlet, onların devleti; bu hükümet, onların hükümeti"" diyen kadın bayağı aydınlanmış gibi",hiçbiri,0
4153,ahlaksızsınfox muhalefette bilirki fox tv bir yahudi kanaldır ve bizde öyle bir muhalefet varki erdoganı yıkmak için yahudiye bile sarılır,nefret,1
4154,"erdoğan'ın çok çalışarak kazanıyor dediği yahudi elon musk, üç kağıtçı spekülatör bir kan emici..",nefret,1
4155,film: ben hur konu: kürekçilerin köleler olması (burada yahudi) ve küreğe vurmanın standart bir cezalandırma olması gerçek:roma donanmasında kürekçiler özgür kişilerden seçilir yaptıkları hizmet karşılığı para olarak ödenirdi. küreğe vurma cezalandırma yöntemlerinden değildir.,hiçbiri,0
4156,"ahlaksızsınfox hala bu kanali izleyen varsa islami teror lafini dunyaya yaymaya calisan islam dusmani abd li yahudi murdoch serefsizine para kazandiriyor, bilin istedim.",nefret,1
4157,i̇şgalci i̇srail koronavirüsü mescid-i aksa’yı yahudileştirmek için kullanıyor. i̇şgalci i̇srail mescid-i aksa’nın i̇slami kimliğini tehdit eden ve burayı boşaltarak yahudi yerleşimcilere imkan verilmesine zemin hazırlayan birçok prosedür devreye soktu. i̇şte bu ihlallerden bazıları:,hiçbiri,0
4158,"önce insan olacaksın, sonra müslüman ya da hristiyan ya da yahudi...tüm bu dinler, insana insanlığı öğretebilmek için sunulmuşlardır. sen insan olmayı başarabilmek için doğduğunu anlamadıysan, hangi dine inandığının hiçbir anlamı yok. enetkilendiğimkitapcümlesi",hiçbiri,0
4159,"sermayeye sahip olmak kadar, sermayeyi çekmekte çok önemli. örneğin 350 milyonluk amerika'da,15 milyonluk yahudi sermayesi 20 trilyon doları buluyor. düşünelim, bu yahudi sermayesinin sadece 20'de 1'i 1 trilyon dolar türkiye'ye gelirse değişimde neler yaratır? sorun,altyapımız 0",hiçbiri,0
4160,"""yahudi soykırımının 76. yıl dönümünde anma törenleri vardı""  gazeteci yusuf özkan, avrupa gündemindeki gelişmeleri ""güne başlarken"" programında kamil erdoğdu'ya değerlendirdi  ",hiçbiri,0
4161,"yaratılış (tekvin) 10-30'da ''doğuda, meşa'dan sefar'a uzanan dağlık bölgede yaşarlardı.'' deniyor. gördüğünüz gibi bu ünlü yahudi din adamı, mekke ve medine'yi dağlik bölge olarak algılamış ve aktarmış. yuh yani, ne diyeyim.",hiçbiri,0
4162,"saadia gaon isminde önemli bir yahudi din adamı, tevratı arapça tercüme ederken, tevrat kelimesini kuran, kohen kelimesini imam diye çevirmiş. ayrıca meşa kelimesini mekke, sefar kelimesini de medine diye çevirmiş. ",hiçbiri,0
4163,müslüman yahudi hıristiyan ateist budist hinduist şamanist gök tanrı hangi inançtan varsa dua edin 60 bin gelsin artık hangimizin duası kabul olursa maliye60bineengelolma,hiçbiri,0
4164,"oneminute biz türk halkı bi konuyu beğenmedik mi hep öyle deriz ""bi dakkaaaa orda dur bakalım"". işte reis de öyle dedi ""one minute one minute"" yani orda bi dur bakalım yahudi uşağu siz anasının kucağındaki çocukları bile öldürmeyi iyi bilirsiniz dediiiii işte herşey değişti...",nefret,1
4165,'1948 yılında ne olmuştu?' birleşmiş milletler genel kurulu 29 kasım 1947 günü saat 17:35'te yapılan tarihi oylama sonucunda filistin'in araplarla yahudiler arasında bölüştürülmesine karar verdi. mehmet yüce katırcıoğlu yazdı. yahudi mason i̇srail,hiçbiri,0
4166,"alman ve i̇ngiliz devleti kürd soykırımının işbirlikçileridir. kürdlere karşı işlenen her türlü suçun işbirlikçisi i̇ngiltere ve almanya'dır. yahudi soykırımınından ders alsaydı alman devleti, bugün alman devleti bunu tekrarlamazdı.",hiçbiri,0
4167,"zkusagibilmez bizim alt katımızda alevi üst katımızda kürt yan apartmanımızda ermeni oturmazdı , dostlarımız otururdu. çünkü bizim için alevi sünni ermeni kürt laz yahudi ayrımı yoktu hepsi can ciğer dostumuzdu...",hiçbiri,0
4168,"ben sadece kurd’üm soru: sen kimsin? cevap: kurd’üm soru: dinin ne? cevap: kurd’üm soru: müslüman, hristiyan veya yahudi misin? cevap: kurd’üm soru: hangi siyasal görüşe sahipsin? cevap: kurd’üm soru: mezhebin ne? cevap: kurd’üm soru: dünya görüşün ne? cevap: kurd’üm",hiçbiri,0
4169,"enetkilendiğimkitapcümlesi ""başkalarını özgürleştirebilmek için, önce kendimizi özgürleştirmeliyiz."" yahudi sorunu üzerine, karl marx",hiçbiri,0
4170,"""fox tv bir yahudi sermayesidir.yani yaptığı haberler haberden çok temennisidir yahu akıl var bir müslüman düşmanından iyi bir şeyler beklemek ya ahmaklık yada saflıktır",nefret,1
4171,"erbakan hoca, zor şartlarına rağmen selçuk bayraktar'ı yetiştir, ülkeye kazandırır.. erdoğan, selçuk bayraktar'ı, değil yahudi elon musk'ı idol gösterir.. yahudiden, yahudi sermayesinden bu millete hayır gelmeyeceğini hala anlamadı..",nefret,1
4172,"reisimiz, uzun adamımız, canımız hakikatten o gün tüm hiristiyan ve yahudi alemine çok fena kaydı :)) oneminute",nefret,1
4173,zamanında ülkemin en güzel yerleri en iyi konumları yahudi ermeni rum devşirmeler ine peşkeş çekildi bu ülkenin gerçek evlatları hep açlıkla korkutuldu nerde tam bağımsız türkiye diye anıranlar tam bağımsız türkiye rte sayesinde gördük bu kutlu yol sancılı olacak,nefret,1
4174,"1913'te yafadaki bir kitapçıda yusuf akçura'ya, filistin'den ""medeniyetsiz memleket"" diye şikayet eden ve kısa süre sonra ""memleketi"" hamburg'a döneceğini söyleyen genç yahudi'nin akıbeti ne oldu acaba?",hiçbiri,0
4175,"i. dünya savaşı ve kurtuluş savaşı sıralarında; rum ve ermenilerin aksine yahudi vatandaşlarımız isyan etmemiş, devletine düşmanlık yapmamıştır. nusret kılıçoğlu",nefret,1
4176,"zkusagibilmez bizim yahudi cesaret ödüllü, yerli ve milli devlet adamımız var. zkusagibilmez , anlatmak lazım..",hiçbiri,0
4177,"zulme karşı kahramanca direnen bir mücahide... penceresinden mescid-i aksa’ya bakan gözlerinde zulme karşı korku olmayan ayşe masluhi, evinin çevresini saran işgalci yahudi yerleşimcilere, kurulan barikatlara rağmen kararlı ve dik duruşundan taviz vermiyor. yoluni̇yilikolsun",hiçbiri,0
4178,akademi tarih book kitap yahudi yahuditarihi,hiçbiri,0
4179,"(2003-2013) yalnızca 10 yılda, hazara topluluğunun 1000'den fazla üyesi acımasızca öldürüldü. nazi almanyası'nda 30'lu ve 40'lı yıllardaki yahudi katliamının bir hatırlatıcısı hazarashiaswantjustice ",hiçbiri,0
4180,"kaşer mutfağı, yahudi bayramları ve tiyatrosu ile almanya, topraklarındaki tarihi 4. yüzyıla kadar uzanan, yahudi kültürü varlığını yıl boyu kutlamaya hazırlanıyor.",hiçbiri,0
4181,"yahudi tetikçisi 'in algısı yine çöktü, dış mihrap'ların kanalı olduğu gerçeği ortaya çıktı...",nefret,1
4182,"yazı bana çok sevdiğim bir filmi hatırlattı. rumen sinemasının dahi çocuğu radu jude romanya'daki yahudi kırımının günümüz insanlarının bakışında nasıl yer ettiğini ele almış bu filmde. diyaloglar şahane, biçim, üslup çok enteresan. aha da bu:",hiçbiri,0
4183,eyyyy zkusağıdinle türkiye düşmanı yahudi mördakın fox'un türkiye'deki izleyici kitlesi fetö - pkk - kemalit - tengriciler - vb mankurtlardır fox tv hayırlıcumalar dogecoin 'ın dediği gibi yalanı bol bol tekrarlayın,nefret,1
4184,"sor bakalım neden sürgünler? nesi altaras, alin ozinian ile birlikte yahudi, ermeni ve dersim soykırımlarının ortak yanlarını konuştuk.",hiçbiri,0
4185,"yahudi güdümünde çalışan , dış mihrap'ların tetikçiliğini yapan kanalı, yine i̇zmirli çiftçi lere yardım yapılmıyor diye bir algı operasyonuna girişti, bakanlık bu yalan belgelerle çürüttü, 'in dış güçlerin kanalı olduğu gerçeği ortaya çıkmıştır...",nefret,1
4186,"yahudi̇ler, yahudi̇ soykirimini anma günü'nde uygurlara odaklandi",hiçbiri,0
4187,"zkuşağıbilmez biz eskiden kim alevi kim sünni kim ermeni kim yahudi kim kürt kim türk bilmezdik,ta ki biri kürsüye çıkıp tek tek sayana kadar.",hiçbiri,0
4188,holokost'tan çıkardığımız dersleri hatırlamalıyız. ticaret insanların hayatından daha değerli değildir. sincan'daki uygurlara soykırım uygulanıyor yahudi soykırımı'ndan kurtulanlardan i̇ngiltere başbakanı johnson'a uygurlar için çağrı,hiçbiri,0
4189,"budur. mi̇t devlet demekti̇r! mi̇t çerkezde/rus, hükümet gürcüde/rus. 70 yıldır, hain, hırsız, cani, sinsi soyubozuk siyasetçisiyle, bürokratıyla, iş ve din adamlarıyla yönetilen ülkemizde, kendi yarattıkları sorunlarla sözde mağdur olan türk düşmanı rus, rum, yahudi,...kahrolsun!",nefret,1
4190,"|| i̇şgalci yahudi yerleşimciler, müslümanların ilk kıblesi olan mescidiaksa'nın el-hadid kapısı önünde güpegündüz içki içip şarkı söylediler ..! mart pazartesi kudüs filistin",hiçbiri,0
4191,şu hayattan dileğim sadece 1 *bir* adet yahudi erkeği (ortodoks) kippalı peyotlu (opsiyonel) manifest,hiçbiri,0
4192,filistinli genç bıçaklama girişiminde bulunduğu gerekçesiyle gözaltına alındı i̇şgal ordusunun bugün öğle saatlerinde filistinli bir genci geçen hafta nablus’un güneyindeki yitzhar yahudi yerleşkesi kavşağı’nda bıçaklama eylemi girişiminde bulunduğu iddiasıyla gözaltına aldığı.,hiçbiri,0
4193,"rusya cumhuriyeti kurulsun 1-yekaterinburg'un duma milletvekili aleksandr kolesnikov, rusya federasyonu içinde ve başkenti yekaterinburg olan, 46 rus vilayet, federal şehir, idari birim ve yahudi özerk vilayetini birleştirecek bir rusya cumhuriyeti kurulması çağrısında bulundu.",hiçbiri,0
4194,kısmet tabii i̇stanbulun rum yahudi ve ermeni toplumlarında karma evlilikler,hiçbiri,0
4195,yemenliler başta olmak üzere diğer arap ve balkan ülkelerinden gelen yahudi göçmenlerin bebeklerinin kaçırılarak çocuk sahibi olamayan doğu avrupalı yahudi ailelere verildiğini iddia ediyordu. i̇srail çocuk,hiçbiri,0
4196,sen kimsin ki devlet seni muhatap alacak it soyu gerçi itlerde senden kaliteli kanı bozuk yahudi kırıntısı soysuz adi şerefsiz namussuz,nefret,1
4197," yahudi soykırımı'nda hayatta kalan iki kadın, i̇ngiltere başbakanı boris johnson'a çağrıda bulunarak çin'in doğu türkistan'daki faaliyetlerine karşı sesini yükseltmesini istedi",hiçbiri,0
4198,i̇nançlarına göre tanrı'nın “seçilmiş halkı” olduklarına iman ettikleri için doğuştan yahudi değilsen sonradan olamazsın. yahudilik ilkelerine uymayı istemek ve din değiştirmek isteyenler olabilir ama yahudi ulusunun bir parçası olamazlar çünkü dine göre i̇srailoğulları bir ırktır.,hiçbiri,0
4199,"i̇htida edip i̇slam'la şereflenen ünlü gayr-ı müslimlerin haberlerini yapmayıp, bir müslümanın yahudi olmasını şah'a kalkmış gibi haber yapması.. şunu da söylemeden geçmiyeceğim ""islam"" her kul'a nasip olmaz.",hiçbiri,0
4200,"abd doğu türkistan'la neden ilgileniyor? a)abd devletinin gizli ajandası ""turancılık"" olduğu için b)pentagon ve cia gizli müslüman'lardan oluştuğu için c)abd'de etkili yahudi lobiler müslümanlara yapılan zulme karşı olduğu için d)rakibi çi̇n'e karşı kullanacak piyon aradığı için.",hiçbiri,0
4201,muazzez i̇lmiye çığ: “hitler istedi ama atatürk yahudi profesörleri verme... aracılığıyla,hiçbiri,0
4202,her ne kadar çoğunluk 4. murad diye cevap vermişse de doğrusu 4. mehmed'dir. 1680 yılında yahudi bir gençle zina yaptığı iddiasıyla yeniçeri emeklisi bir askerin karısına i̇stanbul at meydanı'nda recm uygulanır. bu olayı padişah 4. mehmed de izlemiştir.,hiçbiri,0
4203,yeni saç güncellemesi ile ırkları bilmeyen adamın bile bana yahudi diyeceği kıvama geldim,hiçbiri,0
4204,i̇srail kayıp binlerce yahudi bebek için tazminat ödeyecek,hiçbiri,0
4205,doç. dr. eldar hasanoğlu - yahudi mezhepleri aracılığıyla,hiçbiri,0
4206,yahudi bu kadar zulüm etmez kaybeden60binolmayacak,nefret,1
4207,"seminer dizimize; türkiye'de yahudi basınının dünü, bugünü, yarını ^şalom^ programıyla devam ediyoruz. ()'un moderatörlüğünde, şalom gazetesi'nin genel yayın yönetmeni i̇vo molinas () beyi dinleyeceğiz. detaylı bilgi ve başvuru için",hiçbiri,0
4208,yahudi sizin kadar zulüm etmez öğrtsandıktabekliyor,nefret,1
4209,galatada aşkenaz yahudi cemaatinin tifre begodim ya da meşhur adıyla terziler sinagogunun eski bir fotoğrafı. şu an yapı schneider temple sergi salonu galata,hiçbiri,0
4210,"yolda yürürüm. karşıdan bir adam gelir. -selamın aleyküm -aleyküm selam i̇ç ses:hay senin selamına,yahudi misin şerefsiz asdadd",saldırgan,2
4211,"kendi ülkemizde, türk olmayan, müslüman geçinen, çoğu rus asıllı yahudi /hristiyan hain hırsızlardan, sinsi canilerden, arsız yamyamlardan koruyacak duruma düştüysek, türk ulusu olarak, çok ama, çok düşünmeliyiz! herkes hırsızlarını, çaldıklarını, kaçırdıklarını teslim etsin!",nefret,1
4212,bir çin atasözü der ki i̇ki yahudi bir araya gelirse şirket kurar iki türk bir araya gelirse devlet kurar. devlet kuran iki türk anafartalar kahramanı mustafakemal paşa ve garp cephesi komutanı i̇smet paşa,hiçbiri,0
4213,"budur. satılıp, soyulan ülke ve ulus: türki̇ye ve türkler! satıp, soyanlar kim? asıl sorulması gereken soru budur. 70 yıldır, allah, bismillah, maaşallah, i̇nşallah diyen, türk ve müslüman olmayan, çoğu rus (laz, çerkez, gürcü, ermeni), rum, yahudi,... asıllı hain, hırsız caniler!",nefret,1
4214,eski piyasaya bak aq hitler alman arabasının bu kadar değerleneceğini bilse yahudi sikmez araba sikerdi,nefret,1
4215,gerçek hikaye... yahudi salomon ile mişon... bitcoin,hiçbiri,0
4216,yemek tencerede pişer fakat onur tabağın olur. yahudi atasözü,hiçbiri,0
4217,"küçük hırsızlar asılır, büyük hırsızlar affedilir. yahudi atasözü",hiçbiri,0
4218,"bir palavra, bir palavradır. i̇ki palavra, iki palavradır. üç palavraysa, siyasettir. yahudi atasözü",hiçbiri,0
4219,"venedik yine venediklilerden oluşmuş bir yer; peki ya içimizdeki venediklilere , yahudi ve abd ve i̇ngiliz uşaklarına ve onların tohumlarına ne demek lazım o zaman... rabbim bu münafıkların şerrinden muhafaza buyursun inşaallah.",nefret,1
4220,sen önce kıbleye doğru ören sonra dindarlar laf söyle cahil sefil mesnetsiz kukla yahudi uşağı,nefret,1
4221,"yahuda'nin soyuna yahudi denir... irktir yani dikey veya yatay gecis yapilamaz... bu arada pacalarindan dokuluyor, temizle ortaligi.",hiçbiri,0
4222,kaptan amerika'nın en büyük düşmanı hitlerdir ve kaptan amerika'nın yaratıcısı stan lee yahudi gereksiz bilgi sizeee,hiçbiri,0
4223,yahudi kızlar sever mi,hiçbiri,0
4224,"türkiye'de genç yahudi olmak: ""i̇stanbul benim evimdir ama bitti"" aracılığıyla",hiçbiri,0
4225,amsterdam’da bulunan rijkmusium ağır hasta bir kadının son isteğini yerine getiriyor. kadın rembrant’ın “yahudi gelini” isimli tablosunu son bir kez görmek için sedyesiyle müzeye getirilmiş...,hiçbiri,0
4226,"yahudi dünyasi düsman, icerdeki müridleri düsman.",nefret,1
4227,"93 yıldır kurdukları kahpe saltanat yıkıldı diyemi kuduruyor rum,yahudi ve,chp, hdp ,gibileri.",nefret,1
4228,"irkcı olmayın ; alevi, sunni, türk,kürt,laz, yahudi ,hıristıyan ,deist,dindar bırakın bunları hırsıza, tecavüzcüye, vatanı satana, yetim hakkı yiyene, komşusu açken tok yatana, görevini yapmayanlara,size eğitim hakkı vermeyenlere dur deyin..yoksa kütüğünde ne yazmış size ne...",hiçbiri,0
4229,yahudilerin bundan haberi varmı? zira yahudiler annesi yahudi olmayanı kabul etmez :)),hiçbiri,0
4230,"israel epstein (1915-2005), polonyalı yahudi, çin komünist partisi üyesi / çin'e komünizmi yahudiler getirdi!",hiçbiri,0
4231,madem öyle şimdi niye yok böyle olaylar!türkeş'in yahudi bir aileye mensup olduğu söyleniyo ve şuan devlet bahceli'nin ülkücü gençleri korumaya almasi bunu doğrular nitelikte.,hiçbiri,0
4232,yahudi soykırımının iç yüzüyle karşılaştıkça yahudilerle empati kurup üzülüyorum ama yahudiler de bugün hala kendi yedikleri haltlardan biraz utansalar keşke,nefret,1
4233,"budur. dünyanın yönetimini kaybetmemek için yahudi hırsız canilerin bir puştluğu olmasın bu salgın? sonuçta, türki̇ye'yi̇ ve dünyayi yönetip, soyan yahudi hırsız caniler ve ülkelerin işbirlikçileridir. ülkeleri yönetenlerin soyuna bakın, sonuca varın. anlayanlara günaydın.",nefret,1
4234,"1-şeyh bedreddin'nin yoldaşı börklüce mustafa (1414-1416) da nazım hikmet'in şiirinde belirttiği gibi: "" aydın'nın türk köylüsü/sakızlı rum gemiciler/yahudi esnafları/onbin mülhid yoldaşı börklüce mustafanın/düşman ormanına on bin balta gibi daldı"" osmanlı börklüce'yi alevileri +",hiçbiri,0
4235,"3) yasef nassi, kanuni döneminde osmanlı sarayı ile yakın ilişkileri ile yahudileri yerleşmesini sağlamak istemiş ve bu isteğine ulaşmış, tiberya'da bir yahudi yerleşim bölgesi kurma izni almıştır.",hiçbiri,0
4236,"view of jerusalem from jewish cemetery, palestine, 1900s yahudi mezarlığı'ndan kudüs manzarası, filistin, 1900'ler syariahsolusituntas .. dtkmc",hiçbiri,0
4237,"yahudi olamaz, musevi olur :)",hiçbiri,0
4238,yahudiliğe geçiş sınavı ile mi geçmiş? duyurunca bitiyor mu? anasının yahudi olması gerekmiyor muydu? sonradan olma oluyor muydu? bilen aydınlatsın lütfen. :)),hiçbiri,0
4239,"prensip olarak annesi yahudi olmayan hiç bir şahıs, yahudiliğe kabul edilmez.. önce öğrenin sonra yazın.",hiçbiri,0
4240,buna gecen gecmış bu ıslamdan gecse ne olur bunların efendılerı yahudı tasmasıyla dolaşıyor zaten,nefret,1
4241,rt abd dostlugu-yahudi cesaret ödülü-2004.flv aracılığıyla,hiçbiri,0
4242,"cihan harbinde almanca nesredilen islam dünyasi dergisinde filistin´deki yahudi ""kolonistleri"" epey olumlu tanitilmis. koloni/ kolonist tabiri cekinmeden kullanilmasi da dikkat cekici.",hiçbiri,0
4243,"abd dışişleri bakanı blinken: washington, iki devletli çözümün; bir filistin devletinin yanında bir yahudi devleti olarak i̇srail'in geleceği için en iyi garanti olduğuna inanıyor. - york markets/aljazeera blinken dolar usdtry",hiçbiri,0
4244,siyaset neden gara üzerinden kutuplaşıyor çok basit cevap yahudi kongresi (ıcfr) abd londra telaviv bop planı devam etsin diye aldatmaca türkiyede siyasetin bop planına göre şekillenmesini istiyor ters yüz yapıyor kandil i̇mralı etkisini istiyor acıkvenet,hiçbiri,0
4245,"sonra altın kalpli bir bilim adamı çıktı.yahudi kökenli amerikalı bir doktordu jonas edward salk..yaşadığı şehirde onlarca küçük çocuğun gözleri önünde ölmesi,sakat kalması onu çocuk felci aşısı için büyük yol katedmesini sağladı.bulduğu çocuk felci aşısı tüm dünyaya umut oldu++",hiçbiri,0
4246,saçlarım yahudi dalgası olsun istiyorum ama kezzapla yıkasam bile bozulmasın,hiçbiri,0
4247,"abd dışişleri bakanı blinken, i̇srailli mevkidaşı ile görüşmüş: i̇ki devletli çözüm, demokratik bir filistin devletiyle barış içinde yaşayan yahudi ve demokratik bir i̇srail devletinin geleceği için en iyi çözümdür.",hiçbiri,0
4248,nibas bunu yapanlar kesin yahudi yada ermeni olmalı benim ülkemin rızkını yiyip vebal aliyorlar. milleti soymak hosunuzami gidiyor,nefret,1
4249,boston'a taşınıp yahudi avukat bir bayanla izdivaç edeceğim.,hiçbiri,0
4250,alevilikyargılanamaz alevilik baya övgü sebebi olarak algınlanmanın yanında yahudi cemaatlerinkinden daha sağlam ticari birlik neticesinde zenginliktir. teşekkürler kemal kılıçtaroğlu,hiçbiri,0
4251,"‘yer yazarı’ yahudi yazarlardan yaptığı alıntıları yorumluyordu ve analitik çıkarımlarda bulunurken de, antisemit ya da başka bir suçlamaya maruz kalmayacak netlikte, gerçek yahudilerin de haklarına sahip çıkan yaklaşımını muhafaza ediyordu;",hiçbiri,0
4252,bu yahudi benim vergimle mecliste yiyip içip yatıyor zehir zıkkım olsun yemek nasip olmasın kör kurşunlara gelsin.....,nefret,1
4253,"elin yahudi domuzu tahrif ettikleri, tüm kutsallığını ayaklarının altına aldıkları kitaplarına harfiyen uyarken, bizler hz ali (ra) dediği üzere ""bir tek vav harfinin çengeline dünyayı taksan değiştiremezsin"" dediği kuranı kerim'e ne kadar tabiyiz acaba?",nefret,1
4254,alman ticaretle değil üretimle uğraşır fransız parfümeri açar. yahudi kuyumcu açar.. amerikalı teknoloji mağazası.. türk ise en fazla ciro yapan dükkanın aynısı açar.,hiçbiri,0
4255,drahoma bir yahudi geleneğidir ve evlenirken kız tarafının erkeğe verdiği para ve maldır i̇stanbulda görev yaptığımda özellikle adalarda bu geleneğin devam ettiğini görmüştüm,hiçbiri,0
4256,"""gerçeği çoğaltmak için matbacıyım"" diyor nazi kampındaki yahudi tutsak. abdurrahman gök gazetecidir.. gazeteciliksuçdeğildir",hiçbiri,0
4257,evet ama almanyada yahudi ve komünistler küçük azınlıklardı..burada onların yerine konanlar ülkenin yarısından çok fazla..,hiçbiri,0
